url_path,tag,cover_image,location,property_name,developer_logo,title,description,m2,payment_plan,price,Beds,Baths
https://www.nawy.com/compound/377-the-hub--waterway-new-cairo/property/63321-retail-for-sale-in-the-hub-waterway-new-cairo-with-1-bedrooms-in-new-cairo-by-the-waterway-developments,Resale,https://prod-images.cooingestate.com/processed/inventory/unlockedProperties/63321/43170494-882a-4aac-a765-1ead156b0303/high.webp,New Cairo,"Retail, The HUB  Waterway New Cairo",https://prod-images.cooingestate.com/processed/developer/logo_image/64/medium.webp,Retail for sale in The HUB  Waterway New Cairo - with 1 bedroom in New Cairo by The Waterway Developments.,Retail for sale in The HUB  Waterway New Cairo - with 1 bedroom in New Cairo by The Waterway Developments.,64,,"22,400,000 EGP",1,1
https://www.nawy.com/compound/1343-apex-business-complex/property/104509-retail-for-sale-in-apex-business-complex,Resale,https://prod-images.cooingestate.com/processed/property_image/image/571279/high.webp,New Capital City,"Retail, Apex Business Complex",https://prod-images.cooingestate.com/processed/developer/logo_image/306/medium.webp,Retail for sale in Apex Business Complex - with in New Capital City by LUD -Lozan Urban Development.,Retail for sale in Apex Business Complex - with in New Capital City by LUD -Lozan Urban Development.,29,"52,690 EGP monthly / 9 Years","8,603,297 EGP",,
https://www.nawy.com/compound/2007-Plus%20Plus/property/117514-Retail-for-sale-in-Plus%20Plus-with-10-bedrooms-in-New%20Cairo-by-Horizon%20Egypt%20Development,,https://prod-images.cooingestate.com/processed/inventory/brochure_images/Horizon%20Egypt%20Development/plusplus/Screenshot%202026-03-03%20170624/high.webp,New Cairo,"Retail, Plus Plus",https://prod-images.cooingestate.com/processed/developer/logo_image/325/medium.webp,Retail for sale in Plus Plus - with in New Cairo by Horizon Egypt Development.,Retail for sale in Plus Plus - with in New Cairo by Horizon Egypt Development.,122,"1,153,929 EGP quarterly / 7 Years","35,900,000 EGP",,
https://www.nawy.com/compound/1366-cliff/property/87051-retail-for-sale-in-cliff-in-new-cairo-by-the-ark-development,,https://prod-images.cooingestate.com/processed/property_image/image/437510/high.webp,New Cairo,"Retail, Cliff",https://prod-images.cooingestate.com/processed/developer/logo_image/219/medium.webp,Retail for sale in Cliff  - with in New Cairo by The Ark Development.,Retail for sale in Cliff  - with in New Cairo by The Ark Development.,158,"2,941,500 EGP quarterly / 5 Years","63,600,000 EGP",,
https://www.nawy.com/compound/826-wingate-north-90st./property/74165-retail-for-sale-in-wingate-north-90st,Resale,https://prod-images.cooingestate.com/processed/property_image/image/371645/high.webp,New Cairo,"Retail, Wingate North 90St.",https://prod-images.cooingestate.com/processed/developer/logo_image/251/medium.webp,Retail for sale in Wingate North 90St. - with in New Cairo by Wealth Development.,Retail for sale in Wingate North 90St. - with in New Cairo by Wealth Development.,155,"589,000 EGP monthly / 5 Years","52,397,487 EGP",,
https://www.nawy.com/compound/792-the-8/property/110983-retail-for-sale-in-the-8,Resale,https://prod-images.cooingestate.com/processed/property_image/image/630597/high.webp,Northern Expansion,"Retail, The 8",https://prod-images.cooingestate.com/processed/developer/logo_image/241/medium.webp,Retail for sale in The 8 - with in Northern Expansion by El Gabry Developments.,Retail for sale in The 8 - with in Northern Expansion by El Gabry Developments.,51,"18,280 EGP monthly / 4 Years","6,025,000 EGP",,
https://www.nawy.com/compound/1044-the-lark-mall/property/42524-retail-ground-for-sale-in-the-lark-mall-in-new-cairo-by-tamayoz-developments,,https://prod-images.cooingestate.com/processed/property_image/image/209269/high.webp,South Investors,"Retail, The Lark Mall",https://prod-images.cooingestate.com/processed/developer/logo_image/338/medium.webp,Retail for sale in The Lark Mall - with in South Investors by Tamayoz Developments.,Retail for sale in The Lark Mall - with in South Investors by Tamayoz Developments.,50,,"17,115,000 EGP",,
https://www.nawy.com/compound/928-it-business-hub/property/86622-retail-for-sale-in-it-business-hub,Resale,https://prod-images.cooingestate.com/processed/property_image/image/653558/high.webp,New Cairo,"Retail, It Business Hub",https://prod-images.cooingestate.com/processed/developer/logo_image/144/medium.webp,Retail for sale in It Business Hub - with in New Cairo by Upwyde Developments.,Retail for sale in It Business Hub - with in New Cairo by Upwyde Developments.,130,"581,950 EGP monthly / 4 Years","40,846,559 EGP",,
https://www.nawy.com/compound/1933-Rafts%20Business%20District/property/116503-retail-for-sale-in-rafts-business-district-by-the-ark-development,,https://prod-images.cooingestate.com/processed/inventory/brochure_images/The%20Ark%20Development/raftsbusinessdistrict/Capture%20-%20Copy/high.webp,6th of October City,"Retail, Rafts Business District",https://prod-images.cooingestate.com/processed/developer/logo_image/219/medium.webp,Retail for sale in Rafts Business District - with in 6th of October City by The Ark Development.,Retail for sale in Rafts Business District - with in 6th of October City by The Ark Development.,42,"382,200 EGP quarterly / 7.5 Years","12,740,000 EGP",,
https://www.nawy.com/compound/844-atom/property/116738-retail-for-sale-in-atom-in-new-cairo-by-make-place-developments,Resale,https://prod-images.cooingestate.com/processed/inventory/unlockedProperties/116738/b410fc40-5f16-42bd-90ab-0f4f39533ae4/high.webp,New Cairo,"Retail, Atom",https://prod-images.cooingestate.com/processed/developer/logo_image/257/medium.webp,Retail for sale in Atom - with in New Cairo by Make Place Developments.,Retail for sale in Atom - with in New Cairo by Make Place Developments.,86,"544,167 EGP quarterly / 3 Years","27,530,000 EGP",,
